,PC1,PC2,Label,Target,Vowel,VowelMarker,ID,Sex,Height,Position,Rounding
0,-0.244772449388,-0.513789407154,1,0.0,ae,$ae$,m01ae,0,near-open,front,1.0
1,-1.58042260216,0.153214286659,3,0.0,ae,$ae$,m02ae,0,near-open,front,1.0
2,-1.54378730255,-0.601065718435,1,0.0,ae,$ae$,m04ae,0,near-open,front,1.0
3,-1.29293179464,-0.313957835337,1,0.0,ae,$ae$,m06ae,0,near-open,front,1.0
4,-0.984713835775,0.434787597343,3,0.0,ae,$ae$,m07ae,0,near-open,front,1.0
5,-1.30896145101,0.257119236471,3,0.0,ae,$ae$,m08ae,0,near-open,front,1.0
6,-0.505072784198,0.641421499487,3,0.0,ae,$ae$,m10ae,0,near-open,front,1.0
7,-0.959028415902,-0.147051739908,1,0.0,ae,$ae$,m11ae,0,near-open,front,1.0
8,-1.05982428493,0.614697267918,3,0.0,ae,$ae$,m14ae,0,near-open,front,1.0
9,-1.754404365,0.908395574081,3,0.0,ae,$ae$,m16ae,0,near-open,front,1.0
10,-0.0550316662369,1.04076933367,3,0.0,ae,$ae$,m18ae,0,near-open,front,1.0
11,-0.759607849636,8.1413125163e-05,1,0.0,ae,$ae$,m19ae,0,near-open,front,1.0
12,-1.109122073,0.578025283238,3,0.0,ae,$ae$,m21ae,0,near-open,front,1.0
13,-0.635720820128,0.0723812541916,1,0.0,ae,$ae$,m23ae,0,near-open,front,1.0
14,-0.592305283786,0.401777793212,3,0.0,ae,$ae$,m24ae,0,near-open,front,1.0
15,-1.2013698514,0.785234364249,3,0.0,ae,$ae$,m25ae,0,near-open,front,1.0
16,-1.85854578741,0.95481602792,3,0.0,ae,$ae$,m26ae,0,near-open,front,1.0
17,-1.275540638,0.286640250218,3,0.0,ae,$ae$,m27ae,0,near-open,front,1.0
18,-0.765779962013,0.832070048074,3,0.0,ae,$ae$,m29ae,0,near-open,front,1.0
19,-1.4851803818,0.822870724053,3,0.0,ae,$ae$,m30ae,0,near-open,front,1.0
20,-0.942631776409,0.834639985679,3,0.0,ae,$ae$,m33ae,0,near-open,front,1.0
21,-1.62478622124,0.814420443652,3,0.0,ae,$ae$,m34ae,0,near-open,front,1.0
22,-2.11146990034,-0.0760781596425,8,0.0,ae,$ae$,m35ae,0,near-open,front,1.0
23,-1.1511957218,0.392100015578,3,0.0,ae,$ae$,m36ae,0,near-open,front,1.0
24,-2.13928068989,0.20960553358,3,0.0,ae,$ae$,m37ae,0,near-open,front,1.0
25,-1.2490121802,0.739838788655,3,0.0,ae,$ae$,m38ae,0,near-open,front,1.0
26,-0.871542840378,0.113741083969,1,0.0,ae,$ae$,m39ae,0,near-open,front,1.0
27,-0.274159812254,-0.0648136067145,1,0.0,ae,$ae$,m40ae,0,near-open,front,1.0
28,-1.51358724828,0.483368070712,3,0.0,ae,$ae$,m41ae,0,near-open,front,1.0
29,-0.492586815584,-0.167047029425,1,0.0,ae,$ae$,m42ae,0,near-open,front,1.0
30,-1.58281746714,1.01316392237,3,0.0,ae,$ae$,m47ae,0,near-open,front,1.0
31,-1.35258942292,0.395204054252,3,0.0,ae,$ae$,m48ae,0,near-open,front,1.0
32,-1.25096540823,0.655771358483,3,0.0,ae,$ae$,m50ae,0,near-open,front,1.0
33,1.59796798238,-0.844556186342,2,0.0,ae,$ae$,w01ae,1,near-open,front,1.0
34,2.89122099535,-0.744272448548,2,0.0,ae,$ae$,w02ae,1,near-open,front,1.0
35,0.685402016507,-1.47336668846,2,0.0,ae,$ae$,w03ae,1,near-open,front,1.0
