,PC1,PC2,Label,Target,Vowel,VowelMarker,ID,Sex,Height,Position,Rounding
0,-0.331723856027,-0.45737088491,2,0.0,ae,$ae$,m01ae,0,near-open,front,1.0
1,-1.60743153989,0.167756154965,0,0.0,ae,$ae$,m02ae,0,near-open,front,1.0
2,-1.48128008083,-0.375265348197,11,0.0,ae,$ae$,m04ae,0,near-open,front,1.0
3,-1.28873548516,-0.23537074505,5,0.0,ae,$ae$,m06ae,0,near-open,front,1.0
4,-1.06521979252,0.47542474097,0,0.0,ae,$ae$,m07ae,0,near-open,front,1.0
5,-1.31168359314,0.234535987792,0,0.0,ae,$ae$,m08ae,0,near-open,front,1.0
6,-0.631926383026,0.552224399274,0,0.0,ae,$ae$,m10ae,0,near-open,front,1.0
7,-0.973059786282,-0.194494686047,5,0.0,ae,$ae$,m11ae,0,near-open,front,1.0
8,-1.07005039369,0.63855201814,0,0.0,ae,$ae$,m14ae,0,near-open,front,1.0
9,-1.71578983093,0.780394381923,0,0.0,ae,$ae$,m16ae,0,near-open,front,1.0
10,-0.273859040773,0.926677625826,0,0.0,ae,$ae$,m18ae,0,near-open,front,1.0
11,-0.764426505844,0.0436053544943,0,0.0,ae,$ae$,m19ae,0,near-open,front,1.0
12,-1.11138152336,0.476959941414,0,0.0,ae,$ae$,m21ae,0,near-open,front,1.0
13,-0.587244235811,0.0876223861937,0,0.0,ae,$ae$,m23ae,0,near-open,front,1.0
14,-0.592560276365,0.474084678989,0,0.0,ae,$ae$,m24ae,0,near-open,front,1.0
15,-1.20769064828,0.664790335352,0,0.0,ae,$ae$,m25ae,0,near-open,front,1.0
16,-1.92605299326,0.838911300623,0,0.0,ae,$ae$,m26ae,0,near-open,front,1.0
17,-1.31145781612,0.357651926569,0,0.0,ae,$ae$,m27ae,0,near-open,front,1.0
18,-0.84490996873,0.700925397065,0,0.0,ae,$ae$,m29ae,0,near-open,front,1.0
19,-1.46130544582,0.752547644912,0,0.0,ae,$ae$,m30ae,0,near-open,front,1.0
20,-1.00606617404,0.711023076209,0,0.0,ae,$ae$,m33ae,0,near-open,front,1.0
21,-1.49210701339,0.73789163599,0,0.0,ae,$ae$,m34ae,0,near-open,front,1.0
22,-2.05021154587,-0.00589326132154,0,0.0,ae,$ae$,m35ae,0,near-open,front,1.0
23,-1.20555267138,0.455416506417,0,0.0,ae,$ae$,m36ae,0,near-open,front,1.0
24,-2.01123183288,0.184834604613,0,0.0,ae,$ae$,m37ae,0,near-open,front,1.0
25,-1.14141777801,0.59612803176,0,0.0,ae,$ae$,m38ae,0,near-open,front,1.0
26,-0.82124397264,0.179298638949,0,0.0,ae,$ae$,m39ae,0,near-open,front,1.0
27,-0.275678221385,-0.0768761545108,5,0.0,ae,$ae$,m40ae,0,near-open,front,1.0
28,-1.41511366769,0.570222597295,0,0.0,ae,$ae$,m41ae,0,near-open,front,1.0
29,-0.648836974178,-0.0948948424397,5,0.0,ae,$ae$,m42ae,0,near-open,front,1.0
30,-1.56641672103,0.960555762806,0,0.0,ae,$ae$,m47ae,0,near-open,front,1.0
31,-1.179577118,0.276610396531,0,0.0,ae,$ae$,m48ae,0,near-open,front,1.0
32,-1.29648903707,0.69153071399,0,0.0,ae,$ae$,m50ae,0,near-open,front,1.0
33,1.46823460213,-0.669787061118,2,0.0,ae,$ae$,w01ae,1,near-open,front,1.0
34,2.71899809917,-0.36040506773,2,0.0,ae,$ae$,w02ae,1,near-open,front,1.0
35,0.691300201407,-1.11239132115,2,0.0,ae,$ae$,w03ae,1,near-open,front,1.0
36,2.10085093744,-1.62288927926,7,0.0,ae,$ae$,w04ae,1,near-open,front,1.0
37,2.23104578927,-1.16262189966,7,0.0,ae,$ae$,w05ae,1,near-open,front,1.0
38,0.972224788227,-0.515669623932,2,0.0,ae,$ae$,w06ae,1,near-open,front,1.0
39,0.817685221421,-0.904732228317,2,0.0,ae,$ae$,w07ae,1,near-open,front,1.0
40,3.58452977405,-0.415013357388,7,0.0,ae,$ae$,w08ae,1,near-open,front,1.0
41,1.25356945685,-0.95992168645,2,0.0,ae,$ae$,w09ae,1,near-open,front,1.0
42,1.0139684126,-0.308674915012,2,0.0,ae,$ae$,w10ae,1,near-open,front,1.0
43,2.27468438355,-0.842130177594,7,0.0,ae,$ae$,w12ae,1,near-open,front,1.0
44,1.00687683696,-0.90268438366,2,0.0,ae,$ae$,w13ae,1,near-open,front,1.0
45,1.90636772605,-1.17142586927,7,0.0,ae,$ae$,w14ae,1,near-open,front,1.0
46,1.13938189039,-0.177400269775,2,0.0,ae,$ae$,w15ae,1,near-open,front,1.0
47,2.59717209014,-0.684984706626,7,0.0,ae,$ae$,w16ae,1,near-open,front,1.0
48,0.836920236272,-0.948746579581,2,0.0,ae,$ae$,w17ae,1,near-open,front,1.0
49,2.14201223866,-1.38382079338,7,0.0,ae,$ae$,w19ae,1,near-open,front,1.0
50,0.783325786276,-0.370063152526,2,0.0,ae,$ae$,w21ae,1,near-open,front,1.0
51,1.74171556436,-0.318792416136,2,0.0,ae,$ae$,w22ae,1,near-open,front,1.0
52,1.28764241129,-0.848951250082,2,0.0,ae,$ae$,w23ae,1,near-open,front,1.0
53,2.99392201308,-1.38900148816,7,0.0,ae,$ae$,w24ae,1,near-open,front,1.0
54,2.63470870667,-0.739394599598,7,0.0,ae,$ae$,w25ae,1,near-open,front,1.0
55,0.90742444183,-1.26006972799,7,0.0,ae,$ae$,w26ae,1,near-open,front,1.0
56,1.53661140335,-0.692066942545,2,0.0,ae,$ae$,w28ae,1,near-open,front,1.0
57,2.7668187729,-1.75664147079,7,0.0,ae,$ae$,w29ae,1,near-open,front,1.0
58,1.57421131478,-1.3447017382,7,0.0,ae,$ae$,w30ae,1,near-open,front,1.0
59,1.35522843201,-0.680788689145,2,0.0,ae,$ae$,w31ae,1,near-open,front,1.0
60,4.20487022436,-1.31213885534,7,0.0,ae,$ae$,w33ae,1,near-open,front,1.0
61,1.55752333562,-1.27216545612,7,0.0,ae,$ae$,w36ae,1,near-open,front,1.0
62,2.16565164229,-2.9155667189,10,0.0,ae,$ae$,w37ae,1,near-open,front,1.0
63,1.79379610632,-0.543643088654,2,0.0,ae,$ae$,w38ae,1,near-open,front,1.0
64,2.35077992431,-0.167401659536,2,0.0,ae,$ae$,w41ae,1,near-open,front,1.0
65,0.541247659411,-1.04268620643,2,0.0,ae,$ae$,w45ae,1,near-open,front,1.0
66,0.618986421324,-2.05073666018,4,0.0,ae,$ae$,w47ae,1,near-open,front,1.0
67,0.926510299136,-0.324590404408,2,0.0,ae,$ae$,w48ae,1,near-open,front,1.0
68,1.68602960603,-1.34300484424,7,0.0,ae,$ae$,w50ae,1,near-open,front,1.0
69,2.36434580304,-0.694808012943,7,0.0,ae,$ae$,b01ae,2,near-open,front,1.0
70,3.11684761111,-1.64063200944,7,0.0,ae,$ae$,b05ae,2,near-open,front,1.0
71,2.26359847883,-1.93042139511,7,0.0,ae,$ae$,b07ae,2,near-open,front,1.0
72,2.50224062938,-0.483831848693,2,0.0,ae,$ae$,b10ae,2,near-open,front,1.0
73,2.30910052811,-0.262894972823,2,0.0,ae,$ae$,b11ae,2,near-open,front,1.0
74,3.45993268788,-1.33114511315,7,0.0,ae,$ae$,b12ae,2,near-open,front,1.0
75,2.63310817935,-0.540774326358,7,0.0,ae,$ae$,b13ae,2,near-open,front,1.0
76,2.47686139548,-1.11442581193,7,0.0,ae,$ae$,b14ae,2,near-open,front,1.0
77,3.6110582463,-0.465491060961,7,0.0,ae,$ae$,b15ae,2,near-open,front,1.0
78,1.35908944498,-1.7661569815,7,0.0,ae,$ae$,b17ae,2,near-open,front,1.0
79,2.28939976639,-1.62767012466,7,0.0,ae,$ae$,b18ae,2,near-open,front,1.0
80,0.986234156611,-1.38649166738,7,0.0,ae,$ae$,b21ae,2,near-open,front,1.0
81,3.17485159082,-0.245590612525,7,0.0,ae,$ae$,b22ae,2,near-open,front,1.0
82,2.85447773234,-0.570474436512,7,0.0,ae,$ae$,b27ae,2,near-open,front,1.0
83,1.61918462141,-0.98120444518,7,0.0,ae,$ae$,b28ae,2,near-open,front,1.0
84,2.16769046747,-2.73674293183,10,0.0,ae,$ae$,b29ae,2,near-open,front,1.0
85,2.49781414143,-1.52865203105,7,0.0,ae,$ae$,g01ae,3,near-open,front,1.0
86,3.40174799672,-0.962526309946,7,0.0,ae,$ae$,g05ae,3,near-open,front,1.0
87,2.44983522582,-1.99495304186,7,0.0,ae,$ae$,g06ae,3,near-open,front,1.0
88,4.53606767921,-0.925178934591,7,0.0,ae,$ae$,g08ae,3,near-open,front,1.0
89,3.43378325892,-1.79677679739,7,0.0,ae,$ae$,g09ae,3,near-open,front,1.0
90,2.86513584287,-1.31737966325,7,0.0,ae,$ae$,g17ae,3,near-open,front,1.0
91,3.57820645115,-0.646464121298,7,0.0,ae,$ae$,g21ae,3,near-open,front,1.0
